high1	/gpfs/ycga/scratch60/ysm/lek/ml2529/forKaiyue/high1.R1.fastq.gz	/gpfs/ycga/scratch60/ysm/lek/ml2529/forKaiyue/high1.R2.fastq.gz	0	227
low1	/gpfs/ycga/scratch60/ysm/lek/ml2529/forKaiyue/low1.R1.fastq.gz	/gpfs/ycga/scratch60/ysm/lek/ml2529/forKaiyue/low1.R2.fastq.gz	0	227
